,Actual,Predicted
262603,0,0.0
83868,0,0.0
345006,0,0.0
13026,0,0.0
133714,0,0.0
110801,0,0.0
251735,0,0.0
359951,0,0.0
267431,0,0.0
172682,0,0.0
65580,0,0.0
2854,0,0.0
144896,0,0.0
345159,0,0.0
382117,0,0.0
57386,0,0.0
131232,0,0.0
30104,0,0.0
330393,0,0.0
102880,0,0.0
197265,0,0.0
131508,1,0.0
225364,0,0.0
342232,0,0.0
271814,0,0.0
117614,0,0.0
131172,0,0.0
110151,0,0.0
269542,0,0.0
26989,0,0.0
331805,0,0.0
156405,0,0.0
139267,0,0.0
351676,0,0.0
334102,0,0.0
21089,0,0.0
141162,0,0.0
174290,0,0.0
144398,0,0.0
384488,0,0.0
284846,0,0.0
266110,0,0.0
45771,0,0.0
206993,0,0.0
113673,0,0.0
379979,0,0.0
125037,0,0.0
373719,0,0.0
342731,0,0.0
111529,0,0.0
253340,0,0.0
165593,0,0.0
291762,0,0.0
124658,0,0.0
349931,0,0.0
321020,0,0.0
11089,0,0.0
367842,0,0.0
31625,0,0.0
108221,0,0.0
291430,0,0.0
162936,0,0.0
365216,0,0.0
239286,0,0.0
268177,0,0.0
371264,0,0.0
83029,0,0.0
370696,0,0.0
361060,0,0.0
361542,0,0.0
72878,0,0.0
315939,0,0.0
339887,0,0.0
44684,0,0.0
172383,1,0.0
38866,0,0.0
32853,0,0.0
40651,0,0.0
170872,0,0.0
338097,0,0.0
207559,0,0.0
208183,0,0.0
13555,0,0.0
84454,0,0.0
95962,0,0.0
337013,0,0.0
121389,0,0.0
1488,0,0.0
157490,0,0.0
30442,0,0.0
224575,0,0.0
336629,0,0.0
115450,0,0.0
92601,0,0.0
182866,0,0.0
225146,0,0.0
311086,0,0.0
277978,0,0.0
22097,0,0.0
87579,0,0.0
143744,0,0.0
136122,0,0.0
280545,0,0.0
56227,0,0.0
255157,0,0.0
366896,0,0.0
126622,0,0.0
315601,0,0.0
101002,0,0.0
27796,0,0.0
156062,0,0.0
145280,0,0.0
20626,0,0.0
19908,0,0.0
253922,0,0.0
331285,0,0.0
101503,0,0.0
334181,0,0.0
108660,0,0.0
324993,0,0.0
190076,0,0.0
293967,0,0.0
93679,0,0.0
324004,0,0.0
73845,0,0.0
1947,0,0.0
165386,0,0.0
82186,0,0.0
307915,0,0.0
373281,0,0.0
181503,0,0.0
32204,0,0.0
344854,0,0.0
37859,0,0.0
106922,0,0.0
350692,0,0.0
347651,0,0.0
141128,0,0.0
50524,0,0.0
144329,0,0.0
231264,0,0.0
328786,0,0.0
5707,0,0.0
117174,1,0.0
194631,0,0.0
245089,0,0.0
259755,0,0.0
47222,0,0.0
95295,0,0.0
52677,0,0.0
104894,0,0.0
1868,0,0.0
242674,0,0.0
252593,0,0.0
212534,0,0.0
41296,0,0.0
29027,0,0.0
184353,0,0.0
322440,0,0.0
93895,0,0.0
257213,0,0.0
40369,0,0.0
384643,0,0.0
107964,0,0.0
280344,1,1.0
342597,0,0.0
233594,0,0.0
100375,0,0.0
133729,0,0.0
374871,0,0.0
10797,0,0.0
18774,0,0.0
243622,0,0.0
126011,0,0.0
243875,0,0.0
91917,0,0.0
253930,0,0.0
82321,0,0.0
325185,0,0.0
255974,0,0.0
247572,0,0.0
99227,0,0.0
265515,0,0.0
148102,0,0.0
253072,0,0.0
187175,0,0.0
366592,0,0.0
175279,0,0.0
194715,0,0.0
297587,0,0.0
30189,0,0.0
109187,0,0.0
376413,0,0.0
48501,0,0.0
64068,0,0.0
108942,0,0.0
222140,0,0.0
117441,0,0.0
150685,0,0.0
165371,0,0.0
147999,0,0.0
242032,0,0.0
205530,0,0.0
53316,0,0.0
279186,0,0.0
213869,0,0.0
104017,0,0.0
120988,0,0.0
230421,0,0.0
36473,0,0.0
253316,0,0.0
267810,0,0.0
330877,0,0.0
109512,0,0.0
237025,0,0.0
278214,0,0.0
9064,0,0.0
169898,0,0.0
181718,0,0.0
124256,1,1.0
57476,0,0.0
162654,0,0.0
355111,0,0.0
72206,0,0.0
247601,0,0.0
193401,0,0.0
350770,0,0.0
190964,0,0.0
124252,0,0.0
11530,0,0.0
104967,0,0.0
335735,0,0.0
26478,0,0.0
72003,1,0.0
334353,0,0.0
313823,0,0.0
233618,0,0.0
134335,0,0.0
258928,0,0.0
327005,0,0.0
318724,0,0.0
356206,0,0.0
247747,0,0.0
338168,0,0.0
7866,0,0.0
273511,0,0.0
9826,0,0.0
283244,0,0.0
160168,0,0.0
263215,0,0.0
150338,0,0.0
271623,0,0.0
196448,0,0.0
47440,0,0.0
30958,0,0.0
279492,0,0.0
194768,0,0.0
71939,0,0.0
363623,0,0.0
253787,0,0.0
494,0,0.0
108646,0,0.0
286185,0,0.0
44986,0,0.0
6764,0,0.0
74311,0,0.0
47979,0,0.0
270891,0,0.0
202678,0,0.0
22304,0,0.0
61822,0,0.0
124376,0,0.0
243114,0,0.0
303516,0,0.0
73881,0,0.0
331139,0,0.0
384805,0,0.0
256816,0,0.0
318977,0,0.0
276369,0,0.0
213601,0,0.0
260472,0,0.0
244073,0,0.0
124349,0,0.0
86227,0,0.0
14450,0,0.0
138419,0,0.0
36891,0,0.0
33502,0,0.0
109876,0,0.0
114287,0,0.0
154784,0,0.0
133045,0,0.0
257354,0,0.0
63633,0,0.0
120453,0,0.0
278009,0,0.0
318348,0,0.0
184332,0,0.0
358047,0,0.0
34625,0,0.0
233379,0,0.0
11055,0,0.0
112477,0,0.0
341738,0,0.0
292678,0,0.0
365823,0,0.0
275042,0,0.0
40470,0,0.0
158844,0,0.0
79764,0,0.0
381215,0,0.0
330238,0,0.0
256498,0,0.0
259657,0,0.0
24906,0,0.0
44977,0,0.0
17894,0,0.0
108119,0,0.0
359884,0,0.0
39818,0,0.0
236986,0,0.0
383613,0,0.0
293565,0,0.0
19261,0,0.0
38777,0,0.0
352841,0,0.0
238704,0,0.0
384342,0,0.0
315696,0,0.0
45652,0,0.0
77779,1,0.0
66892,0,0.0
343223,0,0.0
245963,0,0.0
168033,0,0.0
108677,0,0.0
166934,0,0.0
64747,0,0.0
334367,0,0.0
193752,0,0.0
262638,0,0.0
163436,0,0.0
243472,0,0.0
360798,0,0.0
178261,0,0.0
127175,0,0.0
204541,0,0.0
17575,0,0.0
197385,0,0.0
24517,0,0.0
86045,0,0.0
116371,0,0.0
291540,0,0.0
254935,0,0.0
36678,0,0.0
376902,0,0.0
359048,0,0.0
327775,0,0.0
122558,0,0.0
151304,0,0.0
240424,0,0.0
24481,0,0.0
98299,1,0.0
286559,0,0.0
212517,0,0.0
143166,0,0.0
347212,0,0.0
177890,0,0.0
37870,0,0.0
285171,0,0.0
9516,0,0.0
263412,0,0.0
170661,0,0.0
198837,0,0.0
232119,0,0.0
150745,0,0.0
35141,0,0.0
373780,0,0.0
78489,0,0.0
105354,0,0.0
2299,0,0.0
112838,0,0.0
42624,0,0.0
345475,0,0.0
144753,0,0.0
284847,0,0.0
24958,0,0.0
320665,0,0.0
322158,0,0.0
168975,0,0.0
283197,0,0.0
294568,1,0.0
149901,0,0.0
41333,0,0.0
260843,0,0.0
354356,0,0.0
179558,0,0.0
24497,0,0.0
24728,0,0.0
341166,0,0.0
125132,0,0.0
132771,0,0.0
32495,0,0.0
182169,0,0.0
219048,0,0.0
92856,0,0.0
199988,0,0.0
38279,0,0.0
252602,0,0.0
249389,0,0.0
172559,0,0.0
246869,0,0.0
111272,0,0.0
169610,0,0.0
42873,0,0.0
207293,0,0.0
214648,0,0.0
308372,0,0.0
32562,0,0.0
149235,0,0.0
105611,0,0.0
334081,0,0.0
189939,0,0.0
83779,0,0.0
183172,0,0.0
84677,0,0.0
73761,0,0.0
346437,0,0.0
347377,0,0.0
181334,0,0.0
244320,0,0.0
354807,0,0.0
317914,0,0.0
385485,0,0.0
322651,0,0.0
220334,0,0.0
217636,0,0.0
226302,0,0.0
302087,0,0.0
207912,0,0.0
193361,0,0.0
49526,0,0.0
342851,0,0.0
130568,0,0.0
211978,0,0.0
272028,0,0.0
277108,0,0.0
158506,0,0.0
122646,0,0.0
206597,0,0.0
39990,0,0.0
184556,0,0.0
51717,0,0.0
61929,0,0.0
141826,0,0.0
148219,0,0.0
65114,0,0.0
175018,0,0.0
368247,0,0.0
225946,0,0.0
161199,0,0.0
313820,0,0.0
220101,0,0.0
182778,0,0.0
180902,0,0.0
61574,0,0.0
135976,0,0.0
87013,0,0.0
282716,0,0.0
28560,0,0.0
270485,0,0.0
83932,0,0.0
308808,0,0.0
221618,0,0.0
170031,0,0.0
224608,0,0.0
273375,0,0.0
379431,0,0.0
36781,0,0.0
103624,0,0.0
333151,0,0.0
44488,0,0.0
51274,0,0.0
37762,0,0.0
173450,0,0.0
67759,0,0.0
4473,0,0.0
340636,0,0.0
245340,0,0.0
306035,0,0.0
138096,0,0.0
325290,0,0.0
81236,0,0.0
63395,0,0.0
375930,0,0.0
25514,0,0.0
119288,0,0.0
54770,0,0.0
271901,0,0.0
308986,0,0.0
174052,0,0.0
11022,1,0.0
154545,0,0.0
246498,0,0.0
37795,0,0.0
227959,0,0.0
18553,0,0.0
105362,0,0.0
213216,0,0.0
136689,0,0.0
191342,0,0.0
302341,0,0.0
11288,0,0.0
302123,0,0.0
79261,0,0.0
258123,0,0.0
172035,0,0.0
373307,0,0.0
292911,0,0.0
21814,0,0.0
221297,0,0.0
379299,0,0.0
117056,0,0.0
46487,0,0.0
61833,0,0.0
219873,0,0.0
211645,0,0.0
294707,0,0.0
334643,0,0.0
222360,0,0.0
240778,0,0.0
226583,0,0.0
78804,0,0.0
187515,0,0.0
118828,0,0.0
141070,0,0.0
146044,0,0.0
12858,0,0.0
99341,0,0.0
150706,0,0.0
180742,0,0.0
268588,0,0.0
378940,0,0.0
172908,0,0.0
302160,0,0.0
236358,0,0.0
80512,0,0.0
240211,0,0.0
351994,0,0.0
101819,0,0.0
301476,0,0.0
313386,0,0.0
261772,0,0.0
365902,0,0.0
180715,0,0.0
104496,0,0.0
234294,0,0.0
361180,0,0.0
196286,0,0.0
255533,0,0.0
322781,0,0.0
207181,0,0.0
222341,0,0.0
133082,0,0.0
203741,0,0.0
90413,0,0.0
43787,0,0.0
166075,0,0.0
217706,0,0.0
264636,0,0.0
366610,0,0.0
83747,0,0.0
339052,0,0.0
168040,0,0.0
345237,0,0.0
359817,0,0.0
379201,0,0.0
372795,0,0.0
348169,0,0.0
268004,1,0.0
188651,0,0.0
69983,0,0.0
303239,0,0.0
190148,0,0.0
381827,0,0.0
179649,0,0.0
58911,1,0.0
286435,0,0.0
356305,0,0.0
28234,0,0.0
279700,0,0.0
248943,0,0.0
12436,0,0.0
308668,0,0.0
352970,0,0.0
257964,0,0.0
266538,0,0.0
47686,0,0.0
267188,1,1.0
59616,0,0.0
39746,0,0.0
61339,0,0.0
150081,0,0.0
240049,0,0.0
304697,0,0.0
210804,0,0.0
164559,0,0.0
231672,0,0.0
152118,0,0.0
309851,0,0.0
71062,0,0.0
239610,0,0.0
307903,1,1.0
249654,0,0.0
134656,0,0.0
299017,0,0.0
323396,0,0.0
219034,0,0.0
384412,0,0.0
64595,0,0.0
277218,0,0.0
21542,0,0.0
328618,0,0.0
284439,0,0.0
195731,0,0.0
73410,0,0.0
268853,0,0.0
253953,0,0.0
325387,0,0.0
93924,0,0.0
163228,0,0.0
10592,0,0.0
184875,0,0.0
303632,0,0.0
122817,0,0.0
2537,0,0.0
301384,0,0.0
350834,0,0.0
8913,0,0.0
75605,0,0.0
99458,0,0.0
173150,0,0.0
314967,0,0.0
354158,0,0.0
268085,0,0.0
288028,0,0.0
213971,0,0.0
238186,0,0.0
167073,0,0.0
105888,0,0.0
61215,0,0.0
306916,0,0.0
147181,0,0.0
290026,0,0.0
274233,0,0.0
164572,0,0.0
28269,0,0.0
293252,0,0.0
190292,0,0.0
23364,0,0.0
373315,0,0.0
379951,0,0.0
188915,0,0.0
44184,0,0.0
189046,0,0.0
47943,0,0.0
222884,0,0.0
266619,0,0.0
67088,0,0.0
163216,0,0.0
121950,0,0.0
207017,0,0.0
39404,0,0.0
96118,0,0.0
270190,0,0.0
347605,0,0.0
28978,1,0.0
345220,0,0.0
22965,0,0.0
147112,0,0.0
234623,0,0.0
255578,0,0.0
174387,0,0.0
73676,0,0.0
36479,0,0.0
48323,0,0.0
65118,0,0.0
313807,0,0.0
331610,0,0.0
201630,0,0.0
122069,0,0.0
202615,0,0.0
226507,0,0.0
215964,0,0.0
256973,0,0.0
254531,0,0.0
160957,0,0.0
128783,0,0.0
229313,0,0.0
97636,0,0.0
145928,0,0.0
68371,0,0.0
299092,0,0.0
245585,0,0.0
48972,0,0.0
176184,0,0.0
116016,0,0.0
61395,0,0.0
70137,0,0.0
313007,0,0.0
186138,0,0.0
81255,0,0.0
195085,0,0.0
258712,0,0.0
172210,0,0.0
183737,0,0.0
180055,0,0.0
70372,0,0.0
107546,0,0.0
124353,0,0.0
317015,0,0.0
338170,0,0.0
155363,0,0.0
147971,0,0.0
102479,0,0.0
317150,0,0.0
354291,0,0.0
52698,0,0.0
321790,0,0.0
345123,0,0.0
367973,0,0.0
368895,0,0.0
313836,0,0.0
61132,0,0.0
57867,0,0.0
49634,0,0.0
229734,0,0.0
328189,0,0.0
45003,0,0.0
70993,0,0.0
288298,0,0.0
224349,0,0.0
91831,0,0.0
369836,0,0.0
351897,0,0.0
68033,0,0.0
171910,0,0.0
6069,0,0.0
162335,0,0.0
95223,0,0.0
269329,0,0.0
93770,0,0.0
86128,0,0.0
328100,0,0.0
351426,0,0.0
219818,0,0.0
385405,0,0.0
207811,0,0.0
124374,0,0.0
199505,0,0.0
316601,0,0.0
225998,0,0.0
181979,0,0.0
217987,0,0.0
67070,0,0.0
179289,0,0.0
71008,0,0.0
62700,0,0.0
154302,0,0.0
353414,1,0.0
85399,0,0.0
317783,0,0.0
117651,0,0.0
260544,0,0.0
48037,0,0.0
210878,0,0.0
183304,0,0.0
251028,0,0.0
110750,0,0.0
85387,0,0.0
260149,0,0.0
365504,0,0.0
314173,0,0.0
100802,0,0.0
101600,0,0.0
142181,0,0.0
79104,0,0.0
341914,0,0.0
375928,0,0.0
163732,0,0.0
199850,0,0.0
10036,0,0.0
147083,0,0.0
312169,0,0.0
269137,0,0.0
383507,0,0.0
8857,0,0.0
262683,0,0.0
153170,0,0.0
72896,0,0.0
346073,0,0.0
321803,0,0.0
359949,0,0.0
33006,0,0.0
279630,1,0.0
12974,0,0.0
304370,0,0.0
340269,0,0.0
343924,0,0.0
342031,0,0.0
45367,0,0.0
10924,0,0.0
1878,0,0.0
160589,0,0.0
373408,0,0.0
30015,0,0.0
210934,0,0.0
185896,0,0.0
36068,0,0.0
347396,0,0.0
207731,0,0.0
365057,0,0.0
268302,0,0.0
121820,0,0.0
351558,0,0.0
332242,0,0.0
309103,0,0.0
148480,0,0.0
192102,0,0.0
114802,0,0.0
205768,0,0.0
31331,0,0.0
250797,0,0.0
292384,0,0.0
199696,0,0.0
161746,0,0.0
367373,0,0.0
245942,0,0.0
32163,0,0.0
158717,0,0.0
127552,0,0.0
146553,0,0.0
321156,0,0.0
106224,0,0.0
64022,0,0.0
78391,0,0.0
128994,0,0.0
250841,0,0.0
316262,0,0.0
7155,0,0.0
241823,0,0.0
160572,0,0.0
219422,0,0.0
227006,0,0.0
292860,0,0.0
368052,0,0.0
364982,0,0.0
67249,0,0.0
333062,0,0.0
298527,0,0.0
28019,0,0.0
290371,0,0.0
201746,0,0.0
374596,0,0.0
173495,0,0.0
155592,0,0.0
17885,0,0.0
27801,0,0.0
345287,0,0.0
323304,0,0.0
136014,0,0.0
264876,0,0.0
186845,0,0.0
3472,0,0.0
38480,0,0.0
270539,0,0.0
318807,0,0.0
293138,0,0.0
151433,0,0.0
129992,0,0.0
63427,0,0.0
169550,0,0.0
56069,0,0.0
292470,0,0.0
92695,0,0.0
310003,0,0.0
312052,0,0.0
336589,0,0.0
24657,0,0.0
307380,0,0.0
328056,0,0.0
379328,0,0.0
6461,0,0.0
5208,0,0.0
282145,0,0.0
270887,0,0.0
48363,0,0.0
207867,0,0.0
219700,0,0.0
197929,0,0.0
333627,0,0.0
377136,0,0.0
95160,0,0.0
54318,0,0.0
108799,0,0.0
166905,0,0.0
181289,0,0.0
57115,0,0.0
67207,0,0.0
308064,0,0.0
57747,0,0.0
320298,0,0.0
308394,0,0.0
352954,0,0.0
106565,0,0.0
84429,1,0.0
322292,0,0.0
339301,0,0.0
374431,0,0.0
277819,0,0.0
324136,0,0.0
293919,0,0.0
280218,0,0.0
169327,0,0.0
232391,0,0.0
109303,0,0.0
382015,0,0.0
252631,0,0.0
266616,0,0.0
28516,0,0.0
363838,0,0.0
313122,0,0.0
128091,0,0.0
116462,0,0.0
117167,0,0.0
205719,0,0.0
316763,0,0.0
353787,0,0.0
198157,0,0.0
364944,0,0.0
175742,0,0.0
284632,0,0.0
302127,0,0.0
92748,0,0.0
102162,0,0.0
90000,0,0.0
126658,0,0.0
215911,0,0.0
341865,0,0.0
18781,0,0.0
37817,0,0.0
347321,0,0.0
335684,0,0.0
287772,0,0.0
328207,0,0.0
328202,0,0.0
76740,0,0.0
76071,0,0.0
61521,0,0.0
220160,0,0.0
368870,0,0.0
33966,0,0.0
6964,0,0.0
223934,0,0.0
234344,0,0.0
256136,0,0.0
341331,0,0.0
281886,0,0.0
89215,0,0.0
191323,0,0.0
157801,0,0.0
283973,0,0.0
259621,0,0.0
230912,0,0.0
270611,0,0.0
12379,0,0.0
115832,0,0.0
13962,0,0.0
137878,0,0.0
272388,0,0.0
141234,0,0.0
302,0,0.0
345657,0,0.0
195503,0,0.0
110569,0,0.0
5011,0,0.0
130117,0,0.0
31783,0,0.0
129643,0,0.0
66881,0,0.0
126489,0,0.0
314281,0,0.0
265071,0,0.0
104179,0,0.0
117590,0,0.0
323162,0,0.0
311235,0,0.0
376393,0,0.0
377884,0,0.0
296050,0,0.0
364686,1,0.0
93859,0,0.0
247489,0,0.0
171946,0,0.0
283667,0,0.0
359850,0,0.0
17883,0,0.0
189563,0,0.0
104963,0,0.0
276358,0,0.0
197581,0,0.0
172230,0,0.0
279101,0,0.0
19780,0,0.0
5535,0,0.0
283779,0,0.0
144784,0,0.0
171969,0,0.0
107768,0,0.0
339934,0,0.0
109955,0,0.0
191096,0,0.0
162598,0,0.0
83023,0,0.0
286380,0,0.0
344488,0,0.0
118578,0,0.0
273409,0,0.0
327879,0,0.0
345294,0,0.0
73360,0,0.0
197629,0,0.0
117966,0,0.0
380667,0,0.0
160307,0,0.0
138055,0,0.0
283868,0,0.0
317100,0,0.0
326307,0,0.0
7276,0,0.0
79655,0,0.0
369286,0,0.0
155829,0,0.0
21344,0,0.0
100217,0,0.0
86194,0,0.0
173770,0,0.0
36357,0,0.0
60050,0,0.0
197061,0,0.0
245719,0,0.0
333092,0,0.0
306478,0,0.0
373225,0,0.0
234762,0,0.0
150509,0,0.0
240410,0,0.0
9524,0,0.0
15915,0,0.0
121565,0,0.0
20473,0,0.0
174228,0,0.0
49293,0,0.0
80639,0,0.0
114453,0,0.0
218837,0,0.0
168862,0,0.0
153603,0,0.0
219904,0,0.0
87334,0,0.0
318811,0,0.0
312187,0,0.0
170424,0,0.0
324704,0,0.0
236994,0,0.0
35729,0,0.0
323784,0,0.0
253573,0,0.0
83586,0,0.0
47757,0,0.0
73069,0,0.0
357337,0,0.0
378415,0,0.0
69770,0,0.0
221945,0,0.0
317256,0,0.0
161644,0,0.0
247701,0,0.0
215731,0,0.0
200590,0,0.0
258104,0,0.0
198182,0,0.0
339676,0,0.0
55019,0,0.0
372890,0,0.0
103665,0,0.0
30051,0,0.0
209206,0,0.0
247499,0,0.0
110819,0,0.0
192072,0,0.0
130400,0,0.0
244007,0,0.0
313181,0,0.0
98500,0,0.0
184935,0,0.0
174768,0,0.0
167949,0,0.0
163864,0,0.0
358913,0,0.0
370810,0,0.0
101239,0,0.0
221264,0,0.0
288452,0,0.0
313982,0,0.0
294378,0,0.0
135171,0,0.0
131767,0,0.0
17059,0,0.0
361515,0,0.0
276967,0,0.0
177,0,0.0
227841,0,0.0
235192,0,0.0
305641,0,0.0
213127,0,0.0
46295,0,0.0
198054,0,0.0
322179,0,0.0
147121,1,0.0
215979,0,0.0
168326,0,0.0
36177,0,0.0
30758,0,0.0
307106,0,0.0
326376,0,0.0
252727,0,0.0
281899,0,0.0
121824,0,0.0
127297,0,0.0
298694,0,0.0
292269,0,0.0
128108,0,0.0
337919,0,0.0
172979,0,0.0
297501,0,0.0
188675,0,0.0
148977,0,0.0
81857,0,0.0
207216,0,0.0
366554,0,0.0
137455,0,0.0
123997,0,0.0
184489,0,0.0
122893,0,0.0
376244,0,0.0
313698,0,0.0
321196,0,0.0
217815,0,0.0
79713,0,0.0
123051,0,0.0
75140,0,0.0
198830,0,0.0
137494,0,0.0
218711,0,0.0
288086,0,0.0
244108,0,0.0
156659,0,0.0
259845,0,0.0
356669,0,0.0
88914,0,0.0
343182,0,0.0
333267,0,0.0
301732,0,0.0
159422,0,0.0
337690,0,0.0
313130,0,0.0
25612,0,0.0
134308,0,0.0
323012,0,0.0
90925,0,0.0
47784,0,0.0
89669,0,0.0
240329,0,0.0
10339,0,0.0
228870,0,0.0
234938,0,0.0
154975,0,0.0
37480,0,0.0
81530,0,0.0
323996,0,0.0
130919,0,0.0
7045,0,0.0
193686,0,0.0
331894,0,0.0
358820,0,0.0
34581,0,0.0
130959,0,0.0
272281,0,0.0
186356,0,0.0
19510,0,0.0
226406,0,0.0
190559,0,0.0
97288,0,0.0
52735,0,0.0
6290,0,0.0
129574,0,0.0
12502,0,0.0
52343,0,0.0
89350,0,0.0
27215,0,0.0
45358,0,0.0
351492,0,0.0
274025,0,0.0
323084,0,0.0
225695,0,0.0
358948,0,0.0
109599,0,0.0
217529,0,0.0
15486,0,0.0
106907,0,0.0
312067,0,0.0
172158,0,0.0
117659,0,0.0
255207,0,0.0
71630,0,0.0
236625,0,0.0
95182,0,0.0
261843,0,0.0
47078,0,0.0
346523,0,0.0
142341,0,0.0
283204,0,0.0
115571,0,0.0
173043,0,0.0
344662,0,0.0
32615,0,0.0
283730,0,0.0
60908,0,0.0
251399,0,0.0
278229,0,0.0
34954,0,0.0
15007,0,0.0
80877,0,0.0
67280,0,0.0
152897,0,0.0
120769,0,0.0
340954,0,0.0
74032,0,0.0
152022,0,0.0
164114,0,0.0
373288,0,0.0
148062,0,0.0
361400,0,0.0
199040,0,0.0
335255,0,0.0
192538,0,0.0
72357,0,0.0
79379,0,0.0
170200,0,0.0
306255,0,0.0
284007,0,0.0
255133,0,0.0
180077,0,0.0
188189,0,0.0
192209,0,0.0
80688,0,0.0
14143,0,0.0
362006,0,0.0
44315,0,0.0
298187,0,0.0
234187,0,0.0
198872,0,0.0
178816,0,0.0
212510,0,0.0
242087,0,0.0
311095,0,0.0
251267,0,0.0
369170,1,0.0
91990,0,0.0
166448,0,0.0
362655,0,0.0
311797,0,0.0
345497,0,0.0
311626,0,0.0
384063,0,0.0
290137,0,0.0
147210,0,0.0
321504,0,0.0
46988,0,0.0
1022,0,0.0
195740,0,0.0
6716,0,0.0
294433,0,0.0
58178,0,0.0
172178,0,0.0
219723,0,0.0
16210,0,0.0
363272,0,0.0
170092,0,0.0
40774,0,0.0
270576,0,0.0
197082,0,0.0
12837,0,0.0
297092,0,0.0
12280,0,0.0
212208,0,0.0
29791,0,0.0
42187,0,0.0
69459,0,0.0
15778,0,0.0
205961,0,0.0
994,0,0.0
1445,0,0.0
289720,0,0.0
33250,0,0.0
12685,0,0.0
21695,0,0.0
253483,0,0.0
302604,0,0.0
282725,0,0.0
159346,0,0.0
88935,0,0.0
10902,0,0.0
184201,0,0.0
309974,0,0.0
209218,0,0.0
120325,0,0.0
385251,0,0.0
152,0,0.0
378379,0,0.0
33411,0,0.0
26113,0,0.0
119510,0,0.0
16940,0,0.0
67479,0,0.0
226625,0,0.0
334305,0,0.0
64888,0,0.0
89635,0,0.0
109819,0,0.0
208661,0,0.0
120376,0,0.0
307335,0,0.0
75200,0,0.0
154386,0,0.0
30567,0,0.0
326530,0,0.0
157743,0,0.0
46097,0,0.0
259888,0,0.0
88155,0,0.0
205024,0,0.0
380808,0,0.0
53579,0,0.0
41010,0,0.0
227134,0,0.0
152079,0,0.0
60572,0,0.0
112743,0,0.0
275021,0,0.0
327006,0,0.0
48434,0,0.0
158083,0,0.0
31784,0,0.0
377065,0,0.0
67368,0,0.0
133675,0,0.0
106732,0,0.0
64008,0,0.0
162193,0,0.0
245997,0,0.0
18539,0,0.0
107286,0,0.0
223990,0,0.0
178953,0,0.0
4773,0,0.0
96920,0,0.0
108387,0,0.0
221590,0,0.0
193594,0,0.0
98259,0,0.0
162107,0,0.0
166233,0,0.0
8644,0,0.0
55710,0,0.0
328603,0,0.0
33981,0,0.0
98282,0,0.0
214910,0,0.0
55389,0,0.0
60944,0,0.0
64254,0,0.0
56422,0,0.0
126205,0,0.0
361939,0,0.0
4101,0,0.0
325258,0,0.0
157596,0,0.0
96516,0,0.0
241154,0,0.0
221029,0,0.0
50925,0,0.0
186148,0,0.0
328174,0,0.0
33329,0,0.0
188209,1,0.0
200433,0,0.0
87833,0,0.0
213539,0,0.0
139643,1,0.0
113395,0,0.0
332271,0,0.0
310173,0,0.0
4134,0,0.0
141288,0,0.0
71036,0,0.0
45523,0,0.0
241146,0,0.0
348486,0,0.0
321680,0,0.0
248148,0,0.0
349869,0,0.0
223272,0,0.0
367625,0,0.0
217951,0,0.0
350828,0,0.0
128707,0,0.0
170468,0,0.0
335129,0,0.0
227278,0,0.0
303135,0,0.0
281331,0,0.0
361569,0,0.0
288690,0,0.0
303151,0,0.0
55626,0,0.0
249011,0,0.0
117272,0,0.0
27378,0,0.0
76960,0,0.0
176439,0,0.0
189199,0,0.0
227451,0,0.0
290677,0,0.0
178285,0,0.0
24623,0,0.0
349152,0,0.0
101041,0,0.0
22947,0,0.0
32553,0,0.0
359061,0,0.0
178670,0,0.0
308835,0,0.0
314307,0,0.0
250732,0,0.0
157189,0,0.0
359206,0,0.0
145105,0,0.0
204171,0,0.0
323190,0,0.0
86283,0,0.0
56041,0,0.0
104919,0,0.0
366551,0,0.0
311444,0,0.0
21225,0,0.0
1590,0,0.0
67651,0,0.0
342973,0,0.0
155228,0,0.0
39411,0,0.0
123107,0,0.0
13270,1,0.0
321370,0,0.0
252487,0,0.0
157726,0,0.0
102796,0,0.0
90231,0,0.0
179553,0,0.0
249855,0,0.0
163788,1,0.0
83723,0,0.0
223205,0,0.0
249522,0,0.0
56953,0,0.0
83985,0,0.0
34128,1,1.0
383255,0,0.0
97461,0,0.0
116868,0,0.0
118134,0,0.0
182619,0,0.0
353194,0,0.0
320775,0,0.0
121504,0,0.0
261127,0,0.0
293964,0,0.0
286096,0,0.0
76929,0,0.0
348119,0,0.0
112685,0,0.0
72541,0,0.0
359000,0,0.0
294763,1,1.0
249327,0,0.0
73527,0,0.0
81401,0,0.0
148839,0,0.0
184227,0,0.0
109099,0,0.0
325363,0,0.0
333755,0,0.0
384267,0,0.0
315414,0,0.0
320419,0,0.0
211694,0,0.0
132468,1,0.0
186691,0,0.0
316610,0,0.0
313967,0,0.0
208294,0,0.0
182384,0,0.0
217688,0,0.0
58499,0,0.0
294870,0,0.0
107285,0,0.0
158488,0,0.0
81065,0,0.0
46044,0,0.0
62692,0,0.0
321437,0,0.0
196510,0,0.0
325860,0,0.0
260806,0,0.0
203105,0,0.0
273749,1,0.0
206176,0,0.0
377292,0,0.0
319695,0,0.0
298814,0,0.0
103425,0,0.0
297402,0,0.0
10926,0,0.0
357151,0,0.0
125831,0,0.0
24705,0,0.0
193380,0,0.0
268845,0,0.0
269694,0,0.0
204066,0,0.0
287550,0,0.0
139276,0,0.0
200771,0,0.0
